avg,std
86.8545,0.436308091
86.3795,1.952036052
87.1655,0.680679624
86.7705,0.741980289
86.9815,1.421377061
86.8475,1.12315571
87.1575,0.579748868
86.474,0.979466181
87.258,0.950355723
86.903,1.074062847
87.537,0.796706345
86.543,1.056849564
86.8805,1.322911467
86.7425,1.378059777
86.6815,0.990652689
86.545,2.057101116
87.1075,0.492857738
86.552,1.3520784
86.643,1.391686387
87.172,1.272055816
